# Undirected graph (each unordered pair of nodes is saved once): 0.05-com-dblp.ungraph.txt
# Nodes: 15854 Edges: 2608
# NodeId	NodeId
47939	91892
47939	154535
108258	108932
35007	309449
35007	337787
312453	335111
119062	143525
173955	173956
280180	420428
76378	90619
76378	285407
91330	172596
46816	57856
46816	70029
46816	159395
46816	186897
46816	228113
46816	391295
253041	315359
253041	388452
227569	317589
24909	176247
163738	163739
163738	177217
363215	394966
239967	375704
119330	242138
119330	359374
45779	47717
120883	270709
38977	133521
87992	102844
87992	139493
116264	116266
218467	304884
152540	158854
320878	344977
353943	361635
318427	318429
259848	283167
194404	217202
62422	389371
228616	267794
45091	55613
45091	126133
45091	233652
57374	77813
57374	100861
57374	177255
267170	267172
236563	331362
236476	249894
52987	151680
52987	239899
100685	100686
19360	159833
297908	332269
249399	323562
198053	248240
261448	266478
195677	226781
63488	141235
59778	92077
59778	189244
134012	388723
67183	293359
67183	355157
132508	323925
10961	25974
42013	128232
42013	229685
231612	422752
246209	248561
370403	386636
171558	362643
95510	280625
319805	319807
99184	118168
304023	304027
167594	175901
167594	177946
146565	146567
245055	245057
105371	373662
18220	32093
83859	83860
38701	322289
27281	89087
27281	332504
321669	404833
321669	414870
142451	158762
21900	151490
203267	248898
38927	87647
88848	109822
553	84846
553	141856
553	168864
38910	68359
96787	96788
96787	96794
96787	143051
93387	281167
339518	343594
182126	199039
167753	379727
28188	77865
28188	148577
28188	174157
351763	351764
145171	329500
141125	180337
361514	398607
9858	24246
9858	50694
9858	63464
9858	69064
9858	107917
9858	135527
9858	176616
9858	219912
66517	112130
163248	246099
42323	48794
42323	205075
666	75797
61558	304521
124686	131827
55358	162433
130978	169623
130978	222622
130978	414392
401312	402563
55006	284587
314603	358102
87338	119529
40260	42086
248005	248006
274439	375019
5101	72630
146097	184108
61145	167299
151637	151638
151637	211028
135664	135667
65185	416648
407300	417268
122113	174648
122113	297801
165584	165586
123339	142599
65902	211624
65902	329871
182282	253303
177217	190142
177217	376750
48236	48237
265904	274176
287061	309416
185892	296731
1306	1307
150532	151267
5317	27000
156239	347438
156239	361907
159802	315508
33046	225411
90016	146776
90016	335322
52120	53951
78465	195367
71353	120509
71353	307298
94157	116034
71364	117537
207470	322764
66206	102315
66206	265446
66206	416993
32221	74976
32221	149456
32221	206493
32221	211703
359723	359727
286321	286323
286321	307089
192002	285821
363628	399978
133657	135285
50105	58651
191119	360189
162311	267116
293902	303483
25621	404613
86129	221607
67187	359738
292473	326930
76953	100744
113505	119450
113505	324642
98329	207753
190956	335411
208893	361142
127737	129302
28365	48785
28365	68699
28365	187207
163316	280167
26153	257421
138026	160833
138026	285133
296010	296011
130821	159619
54580	66454
241119	309672
36683	49107
36683	124091
36683	133481
36683	192592
225237	297307
60260	77813
167478	201625
161347	282804
65334	75192
146019	162494
159831	232500
44603	84471
44603	112676
44603	145519
44603	359464
195506	195507
217497	384111
63684	113097
6830	142588
52002	372084
46977	115670
188526	409998
36763	39024
36763	217163
242207	243445
61134	331867
57148	96159
39110	70460
39110	141125
39110	180337
320217	320218
75632	319773
169643	170305
327239	330520
296293	296294
269905	281757
88887	133751
58961	124091
58961	300415
58961	326350
132822	132824
131225	162243
131225	230238
202674	206095
53378	58651
53378	65055
47660	47661
53684	339972
102080	108080
214667	230951
311633	311634
106000	417717
30312	46093
30312	63684
30312	113097
275325	324257
153297	153298
153297	328414
110422	178818
318658	318664
318658	319294
166482	166483
123292	123295
377561	379449
35474	67755
100338	221834
166356	208810
166356	344061
99531	138621
237788	274588
218356	218357
110078	228616
110078	387358
39975	132096
99850	123013
143506	228651
120901	144078
70214	103082
284532	358753
156764	222140
331867	357581
183549	183552
189626	210724
